market_segment,previous_cancellations,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,lead_time,is_canceled
Offline TA/TO,0,No Deposit,0,Transient,Others,0,0,54,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,56,0
Online TA,0,No Deposit,0,Transient,Others,0,0,137,1
Online TA,0,No Deposit,0,Transient,D,0,1,71,0
Direct,0,No Deposit,0,Transient,Others,1,1,171,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,340,0
Direct,0,No Deposit,0,Transient,A,1,1,236,0
Online TA,0,No Deposit,0,Transient,D,0,1,100,0
Online TA,0,No Deposit,0,Transient,F,0,1,9,1
Direct,0,No Deposit,0,Transient,G,0,0,29,1
Corporate,0,No Deposit,0,Transient,A,0,0,14,0
Online TA,0,No Deposit,0,Transient,Others,1,0,8,0
Corporate,0,No Deposit,0,Transient-Party,E,0,0,13,0
Online TA,0,No Deposit,0,Transient,A,0,1,31,0
Online TA,0,No Deposit,0,Transient,A,0,1,95,1
Direct,0,No Deposit,0,Group,F,0,1,68,0
Online TA,0,No Deposit,0,Transient,Others,1,0,7,0
Offline TA/TO,0,No Deposit,0,Transient,F,0,1,6,1
Groups,0,No Deposit,0,Transient-Party,D,1,1,152,0
Others,0,No Deposit,0,Transient,A,0,0,3,0
Online TA,1,No Deposit,0,Transient,E,0,1,216,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,24,1
Online TA,0,No Deposit,0,Transient,B,0,1,315,1
Direct,0,No Deposit,0,Transient,F,1,0,19,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,223,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,268,1
Direct,0,No Deposit,0,Transient,G,0,0,1,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,29,0
Online TA,0,No Deposit,0,Transient,A,0,1,206,1
Direct,0,No Deposit,0,Transient,D,0,1,112,1
Online TA,0,No Deposit,0,Transient,D,0,1,7,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,29,0
Online TA,0,No Deposit,0,Transient,A,1,1,45,0
Corporate,0,No Deposit,0,Transient,A,1,1,93,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,52,0
Online TA,0,No Deposit,0,Contract,A,1,0,10,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,2,1
Corporate,0,No Deposit,0,Transient,E,0,0,5,0
Online TA,0,No Deposit,0,Transient,A,1,1,51,0
Online TA,0,No Deposit,0,Transient,Others,0,0,54,1
Online TA,0,No Deposit,0,Transient,E,0,0,87,0
Online TA,0,No Deposit,0,Transient,B,0,1,77,1
Direct,0,No Deposit,0,Transient,Others,1,1,4,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,140,0
Online TA,0,No Deposit,0,Transient,B,0,1,158,1
Direct,1,No Deposit,0,Transient,A,0,1,231,1
Online TA,0,No Deposit,0,Transient,G,1,1,51,0
Online TA,0,No Deposit,0,Transient,F,0,1,40,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,12,0
Online TA,0,No Deposit,0,Transient,Others,0,1,345,0
Online TA,0,No Deposit,0,Transient,D,0,0,32,1
Online TA,0,No Deposit,0,Transient-Party,D,0,0,126,0
Online TA,0,No Deposit,0,Transient,A,1,1,49,0
Online TA,0,No Deposit,0,Transient,F,0,0,3,1
Direct,0,No Deposit,0,Transient,A,0,0,32,0
Direct,0,No Deposit,0,Transient,A,0,0,47,0
Online TA,0,No Deposit,0,Transient,F,0,0,178,1
Online TA,0,No Deposit,0,Transient-Party,A,1,0,26,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,297,0
Direct,0,No Deposit,0,Transient,D,1,0,30,0
Online TA,1,No Deposit,0,Contract,A,0,1,37,1
Direct,0,No Deposit,0,Transient-Party,B,0,0,50,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,192,0
Online TA,0,No Deposit,0,Transient-Party,E,1,1,45,0
Offline TA/TO,0,No Deposit,0,Group,D,0,0,161,0
Online TA,0,No Deposit,0,Transient,D,1,1,152,0
Direct,0,No Deposit,0,Group,E,0,0,1,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,128,0
Direct,0,No Deposit,0,Transient,G,0,1,103,1
Online TA,0,No Deposit,0,Transient,B,0,1,106,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,39,0
Groups,0,No Deposit,0,Transient,E,0,0,49,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,1,6,0
Groups,0,No Deposit,0,Transient,A,0,0,171,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,37,0
Online TA,0,No Deposit,0,Transient,A,0,1,13,1
Online TA,0,No Deposit,0,Transient,G,0,0,73,0
Corporate,0,No Deposit,0,Transient,D,0,1,60,1
Corporate,0,No Deposit,0,Transient,D,1,0,13,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,132,0
Online TA,0,No Deposit,0,Transient,Others,0,1,42,1
Direct,0,No Deposit,0,Transient,D,0,0,30,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,64,0
Offline TA/TO,0,Refundable,0,Transient-Party,A,0,0,0,0
Direct,0,No Deposit,0,Group,Others,0,1,6,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,210,0
Online TA,0,No Deposit,0,Transient,D,0,1,23,0
Online TA,0,No Deposit,0,Transient,E,0,1,162,0
Online TA,0,No Deposit,0,Transient,A,0,1,219,0
Online TA,0,No Deposit,0,Transient,A,0,1,27,1
Groups,0,Refundable,0,Transient-Party,Others,0,0,162,1
Online TA,0,No Deposit,0,Transient,A,1,1,65,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,359,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,32,0
Online TA,0,No Deposit,0,Contract,A,1,1,2,0
Direct,0,No Deposit,0,Transient,E,1,1,26,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,285,0
Direct,0,No Deposit,0,Transient,A,1,1,14,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,99,0
Online TA,0,No Deposit,0,Transient,A,0,0,47,0
Others,0,No Deposit,0,Transient,D,0,0,0,1
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,194,0
Online TA,0,No Deposit,0,Transient,A,0,0,105,1
Direct,0,No Deposit,0,Transient,D,0,1,203,0
Corporate,0,No Deposit,0,Transient-Party,A,0,1,6,0
Online TA,0,No Deposit,0,Transient,D,0,0,54,1
Online TA,0,No Deposit,0,Transient,A,0,0,43,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,6,0
Online TA,0,No Deposit,0,Transient,E,0,0,19,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,115,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,4,0
Online TA,0,No Deposit,0,Transient,A,0,1,276,0
Direct,0,No Deposit,0,Transient-Party,A,0,0,27,0
Online TA,0,No Deposit,0,Transient,A,0,1,21,1
Direct,0,No Deposit,0,Transient,E,0,1,41,0
Direct,0,No Deposit,0,Transient,A,0,1,8,0
Direct,0,No Deposit,0,Transient,E,0,1,81,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,301,0
Direct,0,No Deposit,0,Transient,A,0,1,12,0
Online TA,0,No Deposit,0,Transient,Others,0,0,134,1
Corporate,1,No Deposit,0,Transient,A,0,0,2,1
Offline TA/TO,0,No Deposit,0,Transient,B,0,1,3,0
Corporate,0,No Deposit,0,Transient,A,0,1,7,0
Online TA,0,No Deposit,0,Transient,A,0,1,26,0
Online TA,0,No Deposit,0,Transient,Others,0,1,37,1
Direct,0,No Deposit,0,Transient,Others,1,0,55,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,7,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,1,129,0
Direct,0,No Deposit,0,Transient,E,0,0,13,0
Direct,0,No Deposit,0,Transient-Party,A,0,0,127,1
Groups,0,No Deposit,0,Transient,E,0,1,156,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,233,0
Online TA,0,No Deposit,0,Transient,E,0,0,48,0
Direct,0,No Deposit,0,Transient,A,0,1,58,1
Online TA,0,No Deposit,0,Transient,E,0,1,103,1
Direct,0,No Deposit,0,Transient,E,0,1,107,0
Online TA,0,No Deposit,0,Transient,F,0,1,346,1
Online TA,0,No Deposit,0,Transient,B,0,0,25,1
Online TA,0,No Deposit,0,Transient-Party,A,1,1,254,0
Online TA,0,No Deposit,0,Transient,A,0,1,91,0
Others,0,No Deposit,0,Transient,E,1,0,6,0
Online TA,0,No Deposit,0,Transient,Others,0,0,19,1
Direct,0,No Deposit,0,Transient,D,1,1,3,0
Online TA,0,No Deposit,0,Transient,E,0,1,75,1
Direct,0,No Deposit,0,Transient-Party,B,0,1,135,0
Direct,0,No Deposit,0,Transient,A,0,0,234,0
Direct,0,No Deposit,0,Transient,A,0,1,61,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,154,0
Corporate,1,No Deposit,0,Transient,A,0,1,22,1
Online TA,0,No Deposit,0,Transient,A,0,1,171,0
Online TA,1,No Deposit,0,Transient,Others,0,1,235,1
Online TA,0,No Deposit,0,Transient,A,0,1,13,0
Online TA,0,No Deposit,0,Transient,A,0,1,242,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,318,0
Groups,0,No Deposit,0,Transient,A,0,1,215,0
Groups,0,No Deposit,0,Transient-Party,E,1,0,123,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,159,0
Online TA,0,No Deposit,0,Transient,E,0,1,257,0
Online TA,0,No Deposit,0,Transient,D,0,1,60,1
Online TA,0,No Deposit,0,Transient-Party,G,1,0,19,0
Online TA,0,No Deposit,0,Transient,D,0,1,18,0
Online TA,0,No Deposit,0,Transient,F,0,0,112,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,13,0
Direct,0,No Deposit,0,Transient,Others,1,1,49,0
Online TA,0,Refundable,0,Transient,E,0,1,175,1
Online TA,0,No Deposit,0,Transient,Others,0,1,47,0
Online TA,0,No Deposit,0,Transient,B,0,1,232,1
Online TA,0,No Deposit,0,Transient,B,0,1,204,1
Corporate,0,No Deposit,0,Transient,A,0,0,42,0
Online TA,0,No Deposit,0,Transient,A,0,1,15,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,46,0
Corporate,1,No Deposit,0,Transient,A,0,0,13,1
Online TA,0,No Deposit,0,Transient,B,0,1,137,1
Online TA,0,No Deposit,0,Transient,B,0,1,111,1
Online TA,0,No Deposit,0,Transient,D,0,1,303,1
Corporate,0,No Deposit,0,Transient,E,0,0,4,0
Corporate,1,No Deposit,0,Transient,D,1,1,20,0
Direct,0,No Deposit,0,Transient-Party,B,0,0,54,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,88,0
Direct,0,No Deposit,0,Transient,G,0,1,106,1
Online TA,0,No Deposit,0,Transient,Others,0,1,157,0
Direct,0,No Deposit,0,Transient,G,0,0,63,0
Online TA,0,No Deposit,0,Transient,A,0,0,161,1
Online TA,0,No Deposit,0,Contract,D,0,0,3,0
Online TA,0,No Deposit,0,Transient,Others,0,1,119,0
Online TA,0,No Deposit,0,Transient,D,0,1,340,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,172,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,17,0
Direct,0,No Deposit,0,Transient,E,0,0,59,0
Online TA,0,No Deposit,0,Transient,G,0,1,194,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,84,0
Direct,0,No Deposit,0,Transient,Others,1,1,19,0
Direct,0,No Deposit,0,Transient,F,0,1,21,0
Offline TA/TO,0,Non Refund,0,Transient,A,0,0,219,1
Online TA,0,No Deposit,0,Transient-Party,B,0,1,306,1
Online TA,0,No Deposit,0,Contract,A,0,0,41,0
Online TA,0,No Deposit,0,Transient,A,0,1,261,0
Groups,0,Non Refund,0,Transient-Party,E,0,0,208,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,29,0
Direct,0,No Deposit,0,Transient,A,0,1,29,0
Online TA,0,No Deposit,0,Transient,G,0,0,101,1
Online TA,0,No Deposit,0,Transient,G,1,1,66,0
Online TA,0,No Deposit,0,Transient,A,0,1,25,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,72,0
Direct,0,No Deposit,0,Transient,D,0,1,182,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,199,0
Direct,0,No Deposit,0,Transient,E,0,1,204,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,147,0
Direct,0,No Deposit,0,Transient,A,0,1,14,0
Online TA,0,No Deposit,0,Transient,D,0,0,43,1
Others,0,No Deposit,0,Transient,D,0,0,3,1
Online TA,0,No Deposit,0,Transient,Others,0,0,3,0
Online TA,0,No Deposit,0,Transient,G,0,1,113,0
Direct,0,No Deposit,0,Transient,A,0,1,267,1
Direct,0,No Deposit,0,Transient,A,0,1,88,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,197,0
Others,0,No Deposit,0,Transient,F,0,1,51,1
Direct,0,No Deposit,0,Transient,E,0,1,201,0
Online TA,0,No Deposit,0,Transient,E,0,1,56,1
Online TA,0,No Deposit,0,Transient,D,0,1,44,0
Online TA,0,No Deposit,0,Transient,A,0,0,104,0
Online TA,0,No Deposit,0,Transient,G,0,0,219,0
Online TA,0,No Deposit,0,Transient,D,1,1,11,0
Groups,0,No Deposit,0,Transient,A,0,0,12,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,352,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,125,0
Online TA,0,No Deposit,0,Transient,D,0,1,32,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,103,0
Direct,0,No Deposit,0,Transient,A,0,1,7,0
Online TA,0,No Deposit,0,Group,A,0,1,24,0
Online TA,0,No Deposit,0,Transient,B,0,1,331,0
Online TA,0,No Deposit,0,Transient,D,0,1,181,1
Offline TA/TO,0,Non Refund,0,Transient,A,0,0,23,1
Online TA,0,No Deposit,0,Transient,G,0,1,197,1
Online TA,0,No Deposit,0,Transient,Others,1,1,39,0
Online TA,0,No Deposit,0,Group,D,0,1,1,0
Corporate,0,No Deposit,0,Transient-Party,G,0,0,14,0
Corporate,1,No Deposit,0,Transient,A,0,1,20,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,152,0
Online TA,0,No Deposit,0,Transient,D,0,1,88,1
Online TA,0,No Deposit,0,Transient,G,0,1,183,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,90,0
Online TA,0,No Deposit,0,Transient,D,1,1,83,0
Corporate,0,No Deposit,0,Transient,E,0,0,20,0
Direct,0,No Deposit,0,Transient,A,0,1,82,0
Online TA,1,No Deposit,0,Transient,D,0,1,49,1
Corporate,1,No Deposit,0,Transient,A,0,1,15,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,75,0
Online TA,0,No Deposit,0,Transient,G,0,0,257,0
Online TA,0,No Deposit,0,Transient,F,0,0,36,1
Offline TA/TO,0,No Deposit,0,Group,D,0,1,23,0
Online TA,0,No Deposit,0,Transient,F,1,1,36,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,84,1
Direct,0,No Deposit,0,Transient,A,1,1,66,0
Online TA,0,No Deposit,0,Transient,A,0,1,157,0
Online TA,0,No Deposit,0,Transient,E,1,1,78,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,24,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,142,0
Online TA,0,No Deposit,0,Transient,D,0,0,87,1
Online TA,0,No Deposit,0,Transient,E,0,1,184,1
Groups,0,No Deposit,0,Transient,A,1,0,131,0
Online TA,0,No Deposit,0,Transient,D,0,0,208,1
Online TA,0,No Deposit,0,Transient-Party,G,1,0,115,0
Offline TA/TO,1,No Deposit,0,Transient,E,0,1,25,1
Direct,0,No Deposit,0,Transient,A,0,0,94,1
Online TA,0,No Deposit,0,Contract,A,0,0,5,1
Direct,0,No Deposit,0,Transient,D,0,1,31,0
Corporate,0,No Deposit,0,Transient-Party,E,0,1,5,0
Online TA,0,No Deposit,0,Transient,A,0,1,233,1
Others,1,No Deposit,0,Transient,F,0,1,0,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,0,117,0
Direct,0,No Deposit,0,Transient,A,0,1,56,0
Direct,0,No Deposit,0,Transient-Party,B,0,0,237,0
Direct,0,No Deposit,0,Transient,Others,0,1,58,1
Direct,0,No Deposit,0,Transient,Others,0,0,131,0
Direct,0,No Deposit,0,Transient,A,1,1,67,0
Online TA,0,No Deposit,0,Transient,B,0,1,233,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,132,0
Online TA,0,No Deposit,0,Transient,B,0,1,202,1
Online TA,0,No Deposit,0,Transient,D,0,0,28,0
Offline TA/TO,0,No Deposit,0,Transient,B,0,0,11,1
Direct,0,No Deposit,0,Transient,D,0,0,113,0
Direct,0,No Deposit,0,Transient,D,0,1,54,1
Direct,1,No Deposit,0,Transient,F,0,0,80,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,7,0
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,1,224,0
Online TA,0,No Deposit,0,Transient,D,1,1,183,0
Online TA,0,No Deposit,0,Transient,A,0,1,100,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,74,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,169,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,214,0
Direct,0,No Deposit,0,Transient,E,1,1,20,0
Direct,0,No Deposit,0,Transient,F,0,0,1,0
Direct,0,No Deposit,0,Transient,Others,1,1,21,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,109,0
Direct,0,No Deposit,0,Transient,D,1,1,50,0
Direct,0,No Deposit,0,Transient,E,0,1,178,1
Direct,0,No Deposit,0,Transient,E,0,1,41,1
Direct,0,No Deposit,0,Transient,G,0,0,147,1
Corporate,0,No Deposit,0,Group,A,1,0,0,0
Others,0,No Deposit,0,Transient,A,0,1,31,0
Online TA,0,No Deposit,0,Transient,A,0,1,94,1
Direct,0,No Deposit,0,Transient,A,0,1,122,1
Online TA,0,No Deposit,0,Transient,A,0,0,111,1
Others,0,No Deposit,0,Transient,G,0,0,0,0
Online TA,0,No Deposit,0,Transient,A,1,1,143,0
Online TA,0,No Deposit,0,Transient,A,1,1,34,0
Corporate,0,No Deposit,0,Transient-Party,E,0,0,37,0
Direct,0,No Deposit,0,Transient,Others,1,0,8,0
Direct,0,No Deposit,0,Transient,A,0,0,122,0
Online TA,0,No Deposit,0,Transient,E,1,0,1,0
Online TA,0,No Deposit,0,Transient,A,0,1,37,0
Others,0,No Deposit,0,Transient,D,0,0,3,0
Direct,0,No Deposit,0,Transient,A,0,1,55,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,10,0
Online TA,0,No Deposit,0,Group,D,0,1,69,0
Corporate,0,No Deposit,0,Transient,D,0,1,45,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,329,1
Online TA,0,No Deposit,0,Transient,E,0,0,57,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,409,0
Corporate,0,No Deposit,0,Transient,G,1,1,1,0
Online TA,0,No Deposit,0,Transient,G,0,1,121,0
Direct,0,No Deposit,0,Transient,A,0,1,35,0
Online TA,0,No Deposit,0,Transient,D,0,0,71,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,38,0
Online TA,0,No Deposit,0,Transient,D,0,1,223,1
Direct,0,No Deposit,0,Transient,F,0,1,136,0
Online TA,0,No Deposit,0,Transient,A,0,1,22,1
Direct,0,No Deposit,0,Transient,A,1,0,0,0
Online TA,0,No Deposit,0,Transient,D,0,0,315,1
Online TA,0,No Deposit,0,Transient,A,0,0,109,1
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,0,146,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,190,0
Online TA,0,No Deposit,0,Transient,D,0,1,359,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,117,0
Direct,0,No Deposit,0,Transient,F,0,0,95,0
Offline TA/TO,1,No Deposit,0,Transient-Party,A,0,0,177,1
Direct,0,No Deposit,0,Transient,E,0,1,101,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,109,0
Online TA,0,No Deposit,0,Transient,A,0,1,66,0
Online TA,1,No Deposit,0,Contract,B,0,0,27,1
Direct,0,No Deposit,0,Transient,A,0,0,147,0
Direct,0,No Deposit,0,Group,G,1,1,33,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,123,0
Groups,0,No Deposit,0,Transient,A,1,1,3,0
Online TA,0,No Deposit,0,Transient,G,0,0,55,1
Direct,1,No Deposit,0,Transient,E,0,1,10,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,10,0
Direct,0,No Deposit,0,Transient-Party,Others,0,1,1,0
Direct,0,No Deposit,0,Transient,Others,1,1,98,0
Online TA,0,No Deposit,0,Transient,E,1,1,85,0
Online TA,0,No Deposit,0,Transient,D,0,1,140,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,260,0
Others,0,No Deposit,0,Transient,D,0,1,6,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,82,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,0,8,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,86,0
Online TA,0,No Deposit,0,Transient,G,1,1,2,0
Offline TA/TO,0,No Deposit,0,Transient,F,0,1,18,1
Direct,0,No Deposit,0,Transient,D,0,0,292,0
Direct,0,No Deposit,0,Transient,F,0,1,183,0
Direct,0,No Deposit,0,Transient,A,0,1,109,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,63,0
Offline TA/TO,0,No Deposit,0,Contract,Others,0,1,130,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,0,6,0
Others,0,No Deposit,0,Transient,A,1,0,0,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,160,0
Offline TA/TO,0,No Deposit,0,Transient,E,1,0,165,0
Online TA,0,No Deposit,0,Transient,E,0,0,23,1
Online TA,0,No Deposit,0,Transient,A,0,1,10,0
Online TA,0,No Deposit,0,Transient,E,0,1,22,1
Online TA,0,No Deposit,0,Transient,E,0,1,81,0
Online TA,0,No Deposit,0,Transient,E,0,1,82,0
Direct,0,No Deposit,0,Transient,Others,1,0,0,0
Online TA,0,No Deposit,0,Transient,G,1,1,0,0
Direct,0,No Deposit,0,Transient,A,0,1,47,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,75,0
Online TA,0,No Deposit,0,Transient,F,0,1,44,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,49,0
Others,0,No Deposit,0,Transient,E,0,0,1,1
Online TA,0,No Deposit,0,Transient,A,0,0,0,1
Online TA,0,No Deposit,0,Transient,F,0,1,124,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,30,0
Online TA,0,No Deposit,0,Transient,Others,0,0,42,1
Direct,0,No Deposit,0,Transient,D,0,1,160,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,395,0
Online TA,0,No Deposit,0,Transient,A,0,1,70,1
Corporate,0,No Deposit,0,Transient-Party,A,0,0,30,1
Online TA,0,No Deposit,0,Transient,D,0,1,0,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,112,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,86,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,88,0
Online TA,0,No Deposit,0,Transient,D,0,1,103,1
Direct,0,No Deposit,0,Transient,F,0,0,20,1
Online TA,0,No Deposit,0,Transient,F,0,1,11,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,65,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,190,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,154,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,5,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,219,0
Online TA,0,No Deposit,0,Transient,Others,1,1,59,0
Corporate,0,No Deposit,0,Transient,A,0,0,3,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,256,0
Groups,0,No Deposit,0,Transient,A,0,0,327,0
Online TA,0,No Deposit,0,Transient,Others,0,0,206,0
Online TA,0,No Deposit,0,Transient,D,1,1,184,0
Online TA,0,No Deposit,0,Transient,E,0,1,202,0
Online TA,0,No Deposit,0,Transient,G,1,1,7,0
Online TA,0,No Deposit,0,Group,E,0,1,31,0
Direct,0,No Deposit,0,Group,E,1,0,211,0
Offline TA/TO,0,No Deposit,0,Contract,Others,0,0,10,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,153,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,42,0
Online TA,0,No Deposit,0,Transient,D,1,1,112,0
Online TA,0,No Deposit,0,Transient,E,1,1,59,0
Online TA,0,No Deposit,0,Transient,B,0,1,31,1
Online TA,0,No Deposit,0,Transient,E,0,1,8,0
Direct,0,No Deposit,0,Transient,G,0,0,32,1
Online TA,0,No Deposit,0,Group,A,0,1,272,0
Online TA,0,No Deposit,0,Transient,E,0,1,61,0
Direct,0,No Deposit,0,Transient,D,0,0,26,1
Others,0,No Deposit,0,Transient,E,0,1,70,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,85,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,34,0
Online TA,0,No Deposit,0,Transient,E,0,1,178,0
Online TA,0,No Deposit,0,Transient,A,0,0,130,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,92,0
Online TA,0,No Deposit,0,Transient,E,0,1,26,0
Online TA,0,No Deposit,0,Transient,E,0,1,80,1
Online TA,0,No Deposit,0,Transient,D,0,1,187,1
Online TA,0,No Deposit,0,Transient,D,0,1,97,1
Online TA,0,No Deposit,0,Transient,A,0,1,16,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,253,0
Online TA,0,No Deposit,0,Transient,F,0,0,130,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,6,0
Online TA,0,No Deposit,0,Transient,E,0,0,32,1
Online TA,0,No Deposit,0,Transient,D,0,0,39,0
Online TA,0,No Deposit,0,Transient,D,0,0,80,0
Online TA,0,No Deposit,0,Transient,G,0,1,38,0
Offline TA/TO,0,No Deposit,0,Transient-Party,F,0,0,48,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,7,0
Others,0,No Deposit,0,Group,A,0,0,0,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,69,0
Direct,0,No Deposit,0,Group,Others,0,1,0,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,97,0
Direct,0,No Deposit,0,Transient,E,0,1,17,0
Direct,1,No Deposit,0,Transient,D,0,1,14,1
Groups,0,No Deposit,0,Transient-Party,A,1,0,6,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,45,0
Online TA,0,No Deposit,0,Transient,E,0,1,245,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,185,0
Direct,0,No Deposit,0,Transient,E,1,1,87,0
Online TA,0,No Deposit,0,Transient,G,0,0,47,0
Direct,0,No Deposit,0,Transient,G,1,0,26,0
Direct,0,No Deposit,0,Transient,D,0,0,69,1
Direct,0,No Deposit,0,Transient,D,0,1,43,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,288,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,220,0
Offline TA/TO,0,No Deposit,0,Group,Others,0,0,0,1
Online TA,0,No Deposit,0,Contract,A,1,1,71,0
Groups,0,No Deposit,0,Transient-Party,G,1,0,124,0
Online TA,0,No Deposit,0,Transient,D,1,1,113,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,52,0
Offline TA/TO,0,No Deposit,0,Contract,D,1,1,94,0
